supplier,supplier_country,supplier_type,customer,customer_country,customer_type,product_service,category,criticality,share_pct,price_correlation_3m,is_sole_source,data_source
Xcerra Corp.,US,chip_designer,MediaTek,TW,chip_designer,Semiconductor Manufacturing Capital Equipment supply,semiconductor_equipment,3,,,false,sec-edgar-rederived
Xcerra Corp.,US,chip_designer,Samsung,KR,equipment_maker,Semiconductor Manufacturing Capital Equipment supply,semiconductor_equipment,3,,,false,sec-edgar-rederived
Xcerra Corp.,US,chip_designer,STMicroelectronics,CH,chip_designer,Semiconductor Manufacturing Capital Equipment supply,semiconductor_equipment,3,,,false,sec-edgar-rederived
Xcerra Corp.,US,chip_designer,Texas Instruments,US,chip_designer,Semiconductor Manufacturing Capital Equipment supply,semiconductor_equipment,3,,,false,sec-edgar-rederived
Sequans Communications ADR,FR,chip_designer,ASE Technology Holding,TW,fab_operator,Specialized Semiconductors partnership,gpu_accelerator,2,,-0.771879,false,sec-edgar-rederived
Sequans Communications ADR,FR,chip_designer,Qualcomm Inc,US,chip_designer,Specialized Semiconductors supply,gpu_accelerator,3,,0.81233,false,sec-edgar-rederived
Sequans Communications ADR,FR,chip_designer,Renesas,JP,equipment_maker,Specialized Semiconductors supply,gpu_accelerator,3,,-0.5785877500000001,false,sec-edgar-rederived
Fastly A,US,colocation_provider,Alphabet,US,equipment_maker,Internet Hosting Services partnership,other,2,,-0.83443,false,sec-edgar-rederived
Fastly A,US,colocation_provider,Cisco,US,other,Internet Hosting Services partnership,other,2,,0.154809,false,sec-edgar-rederived
"Rudolph Technologies, Inc.",US,other,Samsung,KR,equipment_maker,Other Machinery Manufacturing supply,other,3,,,false,sec-edgar-rederived
"Rudolph Technologies, Inc.",US,other,SK Hynix,KR,fab_operator,Other Machinery Manufacturing supply,other,3,,,false,sec-edgar-rederived
"Rudolph Technologies, Inc.",US,other,TSMC,TW,fab_operator,Other Machinery Manufacturing supply,other,3,,,false,sec-edgar-rederived
Browave,TW,other,NVIDIA,US,chip_designer,Optoelectronics Electronic Components,other,,,,false,company-disclosure-rederived
X-FAB Silicon Foundries,BE,chip_designer,NVIDIA,US,chip_designer,Semiconductor Manufacturing Services partnership,foundry_services,2,,0.32261,false,company-disclosure-rederived
X-FAB Silicon Foundries,BE,chip_designer,NVIDIA,US,chip_designer,Semiconductor Manufacturing Services,foundry_services,,,,false,company-disclosure-rederived
Celestica,CA,other,Cisco,US,other,SEC segment disclosure: CELESTICA INC → CISCO SYSTEMS INC,other,,,,false,sec_edgar; sec-edgar-rederived; sec_edgar; sec_edgar; sec_edgar; sec_edgar; sec_edgar; sec_edgar; sec_edgar; sec_edgar; sec_edgar; sec_edgar
CARAHSOFT TECHNOLOGY CORP,US,other,"MongoDB, Inc.",US,other,Information Technology Services,other,,,,false,company-disclosure-rederived
JCET Group A,CN,chip_designer,SMIC,CN,fab_operator,Semiconductor Manufacturing Services supply,foundry_services,6,,0.192509,false,company-disclosure-rederived
Duk San Neolux,KR,other,Samsung,KR,equipment_maker,Other Specialty/Performance Chemical Manufacturing supply,raw_materials,3,,0.6551275,false,company-disclosure-rederived
DeNA,JP,other,Alphabet,US,equipment_maker,General and Mixed-Type Software partnership,software_ip,2,,-0.215645,false,company-disclosure-rederived
DeNA,JP,other,Apple,US,other,General and Mixed-Type Software partnership,software_ip,2,,0.223426,false,company-disclosure-rederived
Veea,US,equipment_maker,Qualcomm Inc,US,chip_designer,Wide Area Networking Equipment partnership,networking,2,,0.264865,false,company-disclosure-rederived
Dell Technologies,US,other,Broadcom Inc.,US,chip_designer,General Computer Hardware partnership,other,7,,-0.448482,false,sec-edgar-rederived
Dell Technologies,US,other,CDW,US,other,IT Hardware Distributors procurement,other,4,,-0.592065,false,sec-edgar-rederived
Dell Technologies,US,other,Ingram Micro Holding,US,other,IT Hardware Distributors procurement,other,6,,0.533663,false,sec-edgar-rederived
Himax Technologies ADR,TW,chip_designer,TSMC,TW,fab_operator,Analog and Mixed Signal Semiconductors partnership,other,2,,-0.3038935,false,sec-edgar-rederived
SiTime,US,chip_designer,Apple,US,other,Analog and Mixed Signal Semiconductors supply,other,4,,0.503717,false,sec-edgar-rederived
SiTime,US,chip_designer,ASE Technology Holding,TW,fab_operator,Analog and Mixed Signal Semiconductors partnership,other,2,,0.483245,false,sec-edgar-rederived
SiTime,US,chip_designer,TSMC,TW,fab_operator,Analog and Mixed Signal Semiconductors partnership,other,2,,0.583707,false,sec-edgar-rederived
Hesai B,CN,other,NVIDIA,US,chip_designer,Consumer Vehicle Parts Manufacturing supply,other,3,,0.440064,false,sec-edgar-rederived
Hesai B,CN,other,NVIDIA,US,chip_designer,Consumer Vehicle Parts Manufacturing,other,,,,false,sec-edgar-rederived
CoreWeave,US,cloud_provider,Microsoft Corporation,US,cloud_provider,General and Mixed-Type Software procurement,software_ip,4,,0.019278,false,sec-edgar-rederived
CoreWeave,US,cloud_provider,NVIDIA,US,chip_designer,Specialized Semiconductors procurement,gpu_accelerator,8,,0.430104,false,sec-edgar-rederived
CoreWeave,US,cloud_provider,NVIDIA,US,chip_designer,Internet Hosting Services,other,,,,false,sec-edgar-rederived
Rockwell Automation,US,equipment_maker,Cisco,US,other,Factory Automation Equipment partnership,semiconductor_equipment,2,,-0.090572,false,company-disclosure-rederived
Rockwell Automation,US,equipment_maker,NVIDIA,US,chip_designer,Factory Automation Equipment partnership,semiconductor_equipment,3,,0.495898,false,company-disclosure-rederived
Rockwell Automation,US,equipment_maker,NVIDIA,US,chip_designer,Factory Automation Equipment,semiconductor_equipment,,,,false,company-disclosure-rederived
Silicon Motion Technology,HK,chip_designer,TSMC,TW,fab_operator,Specialized Semiconductors partnership,gpu_accelerator,2,,0.8493575,false,sec-edgar-rederived
Silicon Motion Technology,HK,chip_designer,SMIC,CN,fab_operator,Specialized Semiconductors partnership,gpu_accelerator,2,,-0.226417,false,sec-edgar-rederived
Silicon Motion Technology,HK,chip_designer,Micron,US,fab_operator,Specialized Semiconductors supply,gpu_accelerator,6,,0.791936,false,sec-edgar-rederived
Silicon Motion Technology,HK,chip_designer,SK Hynix,KR,fab_operator,Specialized Semiconductors supply,gpu_accelerator,3,,0.734902,false,sec-edgar-rederived
Silicon Motion Technology,HK,chip_designer,Samsung,KR,equipment_maker,Specialized Semiconductors supply,gpu_accelerator,3,,0.7063265000000001,false,sec-edgar-rederived
"Altair Engineering, Inc.",US,epc,NVIDIA,US,chip_designer,Design and Engineering Software partnership,software_ip,2,,,false,company-disclosure-rederived
AMD,US,chip_designer,HP Inc,US,other,SEC segment disclosure: ADVANCED MICRO DEVICES → HP INC,gpu_accelerator,,,,false,sec_edgar
"Altair Engineering, Inc.",US,epc,NVIDIA,US,chip_designer,Design and Engineering Software,software_ip,,,,false,company-disclosure-rederived
"Datadog, Inc.",US,other,"Amazon.com, Inc.",US,cloud_provider,Department Stores,other,,,,false,company-disclosure-rederived
"Datadog, Inc.",US,other,Microsoft Corporation,US,cloud_provider,General and Mixed-Type Software,software_ip,,,,false,company-disclosure-rederived
Skyworks Solutions,US,chip_designer,Alphabet,US,equipment_maker,Analog and Mixed Signal Semiconductors supply,other,3,,0.187817,false,sec-edgar-rederived
Skyworks Solutions,US,chip_designer,"Amazon.com, Inc.",US,cloud_provider,Analog and Mixed Signal Semiconductors supply,other,3,,0.156181,false,sec-edgar-rederived
Skyworks Solutions,US,chip_designer,Apple,US,other,Analog and Mixed Signal Semiconductors supply,other,8,,0.629325,false,sec-edgar-rederived
Skyworks Solutions,US,chip_designer,Cisco,US,other,Analog and Mixed Signal Semiconductors supply,other,3,,-0.044757,false,sec-edgar-rederived
Skyworks Solutions,US,chip_designer,Lenovo Group,HK,other,Analog and Mixed Signal Semiconductors supply,other,3,,0.009505,false,sec-edgar-rederived
Skyworks Solutions,US,chip_designer,Microsoft Corporation,US,cloud_provider,Analog and Mixed Signal Semiconductors supply,other,3,,0.491835,false,sec-edgar-rederived
Skyworks Solutions,US,chip_designer,Samsung,KR,equipment_maker,Analog and Mixed Signal Semiconductors supply,other,3,,-0.5064175,false,sec-edgar-rederived
Skyworks Solutions,US,chip_designer,Schneider Electric,FR,power_provider,Analog and Mixed Signal Semiconductors supply,other,3,,0.180968,false,sec-edgar-rederived
Tuya A,CN,epc,Schneider Electric,FR,power_provider,Design and Engineering Software supply,software_ip,3,,0.174732,false,company-disclosure-rederived
Tuya A,CN,epc,"Amazon.com, Inc.",US,cloud_provider,Design and Engineering Software partnership,software_ip,2,,-0.347162,false,company-disclosure-rederived
Tuya A,CN,epc,Alphabet,US,equipment_maker,Design and Engineering Software partnership,software_ip,2,,-0.590481,false,company-disclosure-rederived
Venture Corporation,SG,other,Lam Research,US,equipment_maker,Contract Electronic Manufacturing supply,advanced_packaging,4,,0.704066,false,company-disclosure-rederived
Hyundai Mobis,KR,other,Qualcomm Inc,US,chip_designer,Consumer Vehicle Parts Manufacturing partnership,other,2,,-0.283289,false,company-disclosure-rederived
China Mobile,CN,ai_lab,True Corporation Public Company Limited,TH,other,Pan-Asia/Pacific Mixed Telecommunications Services,other,,,,false,company-disclosure-rederived
Shenzhen Comtech Ltd.,CN,other,GlobalFoundries,US,equipment_maker,Electronics Distributors partnership,other,2,,,false,company-disclosure-rederived
FSI INTL INC,,other,Samsung,KR,equipment_maker,SEC segment disclosure: FSI INTL INC → SAMSUNG ELECTRONICS CO LTD,other,,,,false,sec-edgar-rederived
Sandisk,US,other,Kioxia,JP,equipment_maker,Data Storage Hardware partnership,memory,7,,0.943533,false,sec-edgar-rederived
Sandisk,US,other,"Super Micro Computer, Inc.",US,other,Data Storage Hardware,memory,,,,false,company-disclosure-rederived
Twilio A,US,epc,Alphabet,US,equipment_maker,Design and Engineering Software partnership,software_ip,2,,0.059101,false,company-disclosure-rederived
"Ablecom Technology, Inc.",TW,equipment_maker,"Super Micro Computer, Inc.",US,other,Electronic Production Equipment supply,semiconductor_equipment,3,,,false,sec-edgar-rederived
"Ablecom Technology, Inc.",TW,equipment_maker,"Super Micro Computer, Inc.",US,other,Electronic Production Equipment,semiconductor_equipment,,,,false,sec-edgar-rederived
Everspin Technologies,US,chip_designer,Cadence,US,equipment_maker,Memory Semiconductors supply,memory,3,,0.48572,false,sec-edgar-rederived
Everspin Technologies,US,chip_designer,GlobalFoundries,US,equipment_maker,Memory Semiconductors supply,memory,4,,0.118657,false,sec-edgar-rederived
Smartgiant Technology A,CN,other,Apple,US,other,Module and Subassembly Components supply,other,3,,0.292019,false,company-disclosure-rederived
Smartgiant Technology A,CN,other,"Meta Platforms, Inc.",US,ai_lab,Module and Subassembly Components supply,other,3,,0.143706,false,company-disclosure-rederived
Smartgiant Technology A,CN,other,Quanta Computer,TW,other,Module and Subassembly Components supply,other,3,,-0.488988,false,company-disclosure-rederived
Smartgiant Technology A,CN,other,Foxconn,TW,other,Module and Subassembly Components supply,other,3,,0.617587,false,company-disclosure-rederived
Aumovio,DE,other,"Amazon.com, Inc.",US,cloud_provider,Consumer Vehicle Parts Manufacturing partnership,other,2,,0.586859,false,company-disclosure-rederived
Emdoor Information A,CN,other,Microsoft Corporation,US,cloud_provider,Computer Systems partnership,other,2,,0.123861,false,company-disclosure-rederived
Emdoor Information A,CN,other,Qualcomm Inc,US,chip_designer,Computer Systems partnership,other,2,,0.027307,false,company-disclosure-rederived
Schaeffler,DE,other,NVIDIA,US,chip_designer,Consumer Vehicle Parts Manufacturing partnership,other,2,,0.496611,false,company-disclosure-rederived
Schaeffler,DE,other,ON Semiconductor,US,chip_designer,Consumer Vehicle Parts Manufacturing partnership,other,3,,0.596926,false,company-disclosure-rederived
Schaeffler,DE,other,NVIDIA,US,chip_designer,Consumer Vehicle Parts Manufacturing,other,,,,false,company-disclosure-rederived
Faraday Technology,TW,chip_designer,Intel,US,fab_operator,Programmable Logic and ASIC Semiconductors supply,gpu_accelerator,3,,-0.089458,false,company-disclosure-rederived
Faraday Technology,TW,chip_designer,Samsung,KR,equipment_maker,Programmable Logic and ASIC Semiconductors supply,gpu_accelerator,3,,-0.44867425,false,company-disclosure-rederived
Entegris,US,equipment_maker,TSMC,TW,fab_operator,Semiconductor Manufacturing Services procurement,foundry_services,8,,0.8886974999999999,false,sec-edgar-rederived
SolarEdge Technologies,IL,other,Flex,US,other,Module and Subassembly Components partnership,other,2,,0.376084,false,sec-edgar-rederived
SolarEdge Technologies,IL,other,Jabil,US,other,Module and Subassembly Components partnership,other,2,,0.698346,false,sec-edgar-rederived
Jabil,US,other,Cisco,US,other,SEC segment disclosure: JABIL INC → CISCO SYSTEMS INC,other,,,,false,sec_edgar; sec-edgar-rederived; sec_edgar; sec_edgar; sec_edgar; sec_edgar; sec_edgar; sec_edgar; sec_edgar; sec_edgar; sec_edgar; sec_edgar; sec_edgar; sec_edgar; sec_edgar; sec_edgar; sec_edgar; sec_edgar
Finisar Corp.,US,other,Broadcom Inc.,US,chip_designer,Optoelectronics Electronic Components supply,other,3,,,false,sec-edgar-rederived
Finisar Corp.,US,other,Cisco,US,other,Optoelectronics Electronic Components supply,other,3,,,false,sec-edgar-rederived
Finisar Corp.,US,other,Dell Technologies,US,other,Optoelectronics Electronic Components supply,other,3,,,false,sec-edgar-rederived
Finisar Corp.,US,other,HPE,,chip_designer,Optoelectronics Electronic Components supply,other,3,,,false,sec-edgar-rederived
Hudson Pacific Properties,US,colocation_provider,Dell Technologies,US,other,Equity REITs supply,other,3,,-0.587278,false,sec-edgar-rederived
Regency Centers,US,colocation_provider,"Amazon.com, Inc.",US,cloud_provider,Equity REITs supply,other,3,,,false,sec-edgar-rederived
FPT Corporation,,cloud_provider,NVIDIA,US,chip_designer,Information Technology Consulting,other,,,,false,company-disclosure-rederived
FormFactor,US,equipment_maker,Intel,US,fab_operator,Semiconductor Manufacturing Capital Equipment supply,semiconductor_equipment,3,,0.446453,false,sec-edgar-rederived
FormFactor,US,equipment_maker,Samsung,KR,equipment_maker,Semiconductor Manufacturing Capital Equipment supply,semiconductor_equipment,3,,0.8543455,false,sec-edgar-rederived
Viavi Solutions,US,equipment_maker,Cisco,US,other,Test and Measurement Equipment supply,semiconductor_equipment,3,,0.550782,false,sec-edgar-rederived
Gudeng Equipment,TW,chip_designer,Intel,US,fab_operator,Semiconductor Manufacturing Capital Equipment supply,semiconductor_equipment,3,,0.450983,false,company-disclosure-rederived
Charoen Pokphand Foods Public Company Limited,TH,other,True Corporation Public Company Limited,TH,other,Animal Production,other,,,,false,company-disclosure-rederived
Prologis Property Mexico,MX,colocation_provider,"Amazon.com, Inc.",US,cloud_provider,Equity REITs supply,other,3,,-0.220521,false,company-disclosure-rederived
Cisco,US,other,ScanSource,US,other,IT Hardware Distributors procurement,other,3,,-0.242776,false,sec-edgar-rederived
Cisco,US,other,NVIDIA,US,chip_designer,Wide Area Networking Equipment partnership,networking,2,,-0.144164,false,company-disclosure-rederived
Cisco,US,other,NVIDIA,US,chip_designer,Wide Area Networking Equipment,networking,,,,false,company-disclosure-rederived
"Dolby Laboratories, Inc.",US,epc,Qualcomm Inc,US,chip_designer,Design and Engineering Software partnership,software_ip,2,,0.269092,false,sec-edgar-rederived
